asset_class,object_name,game_path,file_path,package_file,load_ok,error
NiagaraSystem,NS_LampDestroyedSparks,/Game/Art/Environments/Constructions/Construction_General/Construction_Lamps/NS_LampDestroyedSparks,/Users/bytedance/Project/RogueCore/Content/Art/Environments/Constructions/Construction_General/Construction_Lamps/NS_LampDestroyedSparks.uasset,NS_LampDestroyedSparks.uasset,true,
NiagaraSystem,NS_CaveConstruction_Barrier_Particle_TEMP,/Game/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_CaveConstruction_Barrier_Particle_TEMP,/Users/bytedance/Project/RogueCore/Content/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_CaveConstruction_Barrier_Particle_TEMP.uasset,NS_CaveConstruction_Barrier_Particle_TEMP.uasset,true,
NiagaraSystem,NS_ConstructionFX_DrippingArea1m,/Game/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_ConstructionFX_DrippingArea1m,/Users/bytedance/Project/RogueCore/Content/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_ConstructionFX_DrippingArea1m.uasset,NS_ConstructionFX_DrippingArea1m.uasset,true,
NiagaraSystem,NS_ConstructionFX_Pipe_Water_Drip,/Game/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_ConstructionFX_Pipe_Water_Drip,/Users/bytedance/Project/RogueCore/Content/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_ConstructionFX_Pipe_Water_Drip.uasset,NS_ConstructionFX_Pipe_Water_Drip.uasset,true,
NiagaraSystem,NS_ConstructionFX_SteamArea01,/Game/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_ConstructionFX_SteamArea01,/Users/bytedance/Project/RogueCore/Content/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_ConstructionFX_SteamArea01.uasset,NS_ConstructionFX_SteamArea01.uasset,true,
NiagaraSystem,NS_ConstructionFX_SteamVent_01,/Game/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_ConstructionFX_SteamVent_01,/Users/bytedance/Project/RogueCore/Content/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_ConstructionFX_SteamVent_01.uasset,NS_ConstructionFX_SteamVent_01.uasset,true,
NiagaraSystem,NS_ConstructionFX_SteamVent_02,/Game/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_ConstructionFX_SteamVent_02,/Users/bytedance/Project/RogueCore/Content/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_ConstructionFX_SteamVent_02.uasset,NS_ConstructionFX_SteamVent_02.uasset,true,
NiagaraSystem,NS_ConstructionFX_SteamVent_03,/Game/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_ConstructionFX_SteamVent_03,/Users/bytedance/Project/RogueCore/Content/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_ConstructionFX_SteamVent_03.uasset,NS_ConstructionFX_SteamVent_03.uasset,true,
NiagaraSystem,NS_ConstructionFX_SteamVent_04,/Game/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_ConstructionFX_SteamVent_04,/Users/bytedance/Project/RogueCore/Content/Art/Environments/Constructions/Construction_General/Construction_Particles/NS_ConstructionFX_SteamVent_04.uasset,NS_ConstructionFX_SteamVent_04.uasset,true,
NiagaraSystem,NS_Omega_Bar_Clean_TEMP,/Game/Art/Environments/SpaceRig/Bar/Particles/NS_Omega_Bar_Clean_TEMP,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Bar/Particles/NS_Omega_Bar_Clean_TEMP.uasset,NS_Omega_Bar_Clean_TEMP.uasset,true,
NiagaraSystem,NS_CryoBed_Smoke,/Game/Art/Environments/SpaceRig/Cryobed/NS_CryoBed_Smoke,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Cryobed/NS_CryoBed_Smoke.uasset,NS_CryoBed_Smoke.uasset,true,
NiagaraSystem,NS_Chalk_Dust_TEMP,/Game/Art/Environments/SpaceRig/FitnessGear/Chalk/NS_Chalk_Dust_TEMP,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/FitnessGear/Chalk/NS_Chalk_Dust_TEMP.uasset,NS_Chalk_Dust_TEMP.uasset,true,
NiagaraSystem,NS_Chalk_Taken_TEMP,/Game/Art/Environments/SpaceRig/FitnessGear/Chalk/NS_Chalk_Taken_TEMP,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/FitnessGear/Chalk/NS_Chalk_Taken_TEMP.uasset,NS_Chalk_Taken_TEMP.uasset,true,
NiagaraSystem,NS_Sweat_TEMP,/Game/Art/Environments/SpaceRig/FitnessGear/Particles/NS_Sweat_TEMP,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/FitnessGear/Particles/NS_Sweat_TEMP.uasset,NS_Sweat_TEMP.uasset,true,
NiagaraSystem,NS_Weights_Impact_TEMP,/Game/Art/Environments/SpaceRig/FitnessGear/Particles/NS_Weights_Impact_TEMP,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/FitnessGear/Particles/NS_Weights_Impact_TEMP.uasset,NS_Weights_Impact_TEMP.uasset,true,
NiagaraSystem,NS_Punchbag_Impact,/Game/Art/Environments/SpaceRig/FitnessGear/PunchingBag/NS_Punchbag_Impact,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/FitnessGear/PunchingBag/NS_Punchbag_Impact.uasset,NS_Punchbag_Impact.uasset,true,
NiagaraSystem,NS_CandleBlock_Impact_Converted,/Game/Art/Environments/SpaceRig/HolidayDecor/Holiday_Xmas/Particles/NS_CandleBlock_Impact_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/HolidayDecor/Holiday_Xmas/Particles/NS_CandleBlock_Impact_Converted.uasset,NS_CandleBlock_Impact_Converted.uasset,true,
NiagaraSystem,NS_XmasGift_Impact_Converted,/Game/Art/Environments/SpaceRig/HolidayDecor/Holiday_Xmas/Particles/NS_XmasGift_Impact_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/HolidayDecor/Holiday_Xmas/Particles/NS_XmasGift_Impact_Converted.uasset,NS_XmasGift_Impact_Converted.uasset,true,
NiagaraSystem,NS_RamrodSpaceRig_DroppodRailGunSilo,/Game/Art/Environments/SpaceRig/Particles/NS_RamrodSpaceRig_DroppodRailGunSilo,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Particles/NS_RamrodSpaceRig_DroppodRailGunSilo.uasset,NS_RamrodSpaceRig_DroppodRailGunSilo.uasset,true,
NiagaraSystem,NS_Ramrod_LaunchBay_Active,/Game/Art/Environments/SpaceRig/Particles/NS_Ramrod_LaunchBay_Active,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Particles/NS_Ramrod_LaunchBay_Active.uasset,NS_Ramrod_LaunchBay_Active.uasset,true,
NiagaraSystem,NS_Ramrod_LaunchBay_RailActive,/Game/Art/Environments/SpaceRig/Particles/NS_Ramrod_LaunchBay_RailActive,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Particles/NS_Ramrod_LaunchBay_RailActive.uasset,NS_Ramrod_LaunchBay_RailActive.uasset,true,
NiagaraSystem,NS_Ramrod_LaunchBay_Smoke,/Game/Art/Environments/SpaceRig/Particles/NS_Ramrod_LaunchBay_Smoke,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Particles/NS_Ramrod_LaunchBay_Smoke.uasset,NS_Ramrod_LaunchBay_Smoke.uasset,true,
NiagaraSystem,NS_SpaceRig_AmbientDust,/Game/Art/Environments/SpaceRig/Particles/NS_SpaceRig_AmbientDust,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Particles/NS_SpaceRig_AmbientDust.uasset,NS_SpaceRig_AmbientDust.uasset,true,
NiagaraSystem,NS_SpaceRig_Sparks01,/Game/Art/Environments/SpaceRig/Particles/NS_SpaceRig_Sparks01,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Particles/NS_SpaceRig_Sparks01.uasset,NS_SpaceRig_Sparks01.uasset,true,
NiagaraSystem,NS_Spacerig_DrippingPoint01,/Game/Art/Environments/SpaceRig/Particles/NS_Spacerig_DrippingPoint01,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Particles/NS_Spacerig_DrippingPoint01.uasset,NS_Spacerig_DrippingPoint01.uasset,true,
NiagaraSystem,NS_Spacerig_DrippingPoint02,/Game/Art/Environments/SpaceRig/Particles/NS_Spacerig_DrippingPoint02,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Particles/NS_Spacerig_DrippingPoint02.uasset,NS_Spacerig_DrippingPoint02.uasset,true,
NiagaraSystem,NS_Spacerig_RamrodReactor_HeatDistort,/Game/Art/Environments/SpaceRig/Particles/NS_Spacerig_RamrodReactor_HeatDistort,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Particles/NS_Spacerig_RamrodReactor_HeatDistort.uasset,NS_Spacerig_RamrodReactor_HeatDistort.uasset,true,
NiagaraSystem,NS_Spacerig_Sparks04,/Game/Art/Environments/SpaceRig/Particles/NS_Spacerig_Sparks04,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Particles/NS_Spacerig_Sparks04.uasset,NS_Spacerig_Sparks04.uasset,true,
NiagaraSystem,NS_Spacerig_Vent_Steam01,/Game/Art/Environments/SpaceRig/Particles/NS_Spacerig_Vent_Steam01,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Particles/NS_Spacerig_Vent_Steam01.uasset,NS_Spacerig_Vent_Steam01.uasset,true,
NiagaraSystem,NS_Spacerig_Vent_Steam02,/Game/Art/Environments/SpaceRig/Particles/NS_Spacerig_Vent_Steam02,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Particles/NS_Spacerig_Vent_Steam02.uasset,NS_Spacerig_Vent_Steam02.uasset,true,
NiagaraSystem,NS_Spacerig_Vent_Steam_300x200,/Game/Art/Environments/SpaceRig/Particles/NS_Spacerig_Vent_Steam_300x200,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Particles/NS_Spacerig_Vent_Steam_300x200.uasset,NS_Spacerig_Vent_Steam_300x200.uasset,true,
NiagaraSystem,NS_Promotion_Pickaxe_lightning,/Game/Art/Environments/SpaceRig/PromotionHall/Dwarf_Anims/NS_Promotion_Pickaxe_lightning,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/PromotionHall/Dwarf_Anims/NS_Promotion_Pickaxe_lightning.uasset,NS_Promotion_Pickaxe_lightning.uasset,true,
NiagaraSystem,NS_PRomotionMachine_SLam,/Game/Art/Environments/SpaceRig/PromotionHall/VFX/NS_PRomotionMachine_SLam,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/PromotionHall/VFX/NS_PRomotionMachine_SLam.uasset,NS_PRomotionMachine_SLam.uasset,true,
NiagaraSystem,NS_PromotionMAchine_Unfold_Hammer,/Game/Art/Environments/SpaceRig/PromotionHall/VFX/NS_PromotionMAchine_Unfold_Hammer,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/PromotionHall/VFX/NS_PromotionMAchine_Unfold_Hammer.uasset,NS_PromotionMAchine_Unfold_Hammer.uasset,true,
NiagaraSystem,NS_PromotionMAchine_Unfold_Main,/Game/Art/Environments/SpaceRig/PromotionHall/VFX/NS_PromotionMAchine_Unfold_Main,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/PromotionHall/VFX/NS_PromotionMAchine_Unfold_Main.uasset,NS_PromotionMAchine_Unfold_Main.uasset,true,
NiagaraSystem,NS_PromotionMachine_ChargeUp,/Game/Art/Environments/SpaceRig/PromotionHall/VFX/NS_PromotionMachine_ChargeUp,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/PromotionHall/VFX/NS_PromotionMachine_ChargeUp.uasset,NS_PromotionMachine_ChargeUp.uasset,true,
NiagaraSystem,NS_Ramrod_SpaceDust_FlyBy,/Game/Art/Environments/SpaceRig/Skybox/NS_Ramrod_SpaceDust_FlyBy,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Skybox/NS_Ramrod_SpaceDust_FlyBy.uasset,NS_Ramrod_SpaceDust_FlyBy.uasset,true,
NiagaraSystem,NS_RunSelection_MapHolo,/Game/Art/Environments/SpaceRig/Terminals/Terminal_RunSelection/NS_RunSelection_MapHolo,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Terminals/Terminal_RunSelection/NS_RunSelection_MapHolo.uasset,NS_RunSelection_MapHolo.uasset,true,
NiagaraSystem,NS_MapTerminal_Beam,/Game/Art/Environments/SpaceRig/Terminals/Terminal_RunSelection/Terminal_RunSelection_Assets/NS_MapTerminal_Beam,/Users/bytedance/Project/RogueCore/Content/Art/Environments/SpaceRig/Terminals/Terminal_RunSelection/Terminal_RunSelection_Assets/NS_MapTerminal_Beam.uasset,NS_MapTerminal_Beam.uasset,true,
NiagaraSystem,NS_Donkey_FootImpactDust_Converted,/Game/Art/Particles/ActorFX/NS_Donkey_FootImpactDust_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_Donkey_FootImpactDust_Converted.uasset,NS_Donkey_FootImpactDust_Converted.uasset,true,
NiagaraSystem,NS_Donkey_GetDown_Converted,/Game/Art/Particles/ActorFX/NS_Donkey_GetDown_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_Donkey_GetDown_Converted.uasset,NS_Donkey_GetDown_Converted.uasset,true,
NiagaraSystem,NS_Donkey_GetUp_Converted,/Game/Art/Particles/ActorFX/NS_Donkey_GetUp_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_Donkey_GetUp_Converted.uasset,NS_Donkey_GetUp_Converted.uasset,true,
NiagaraSystem,NS_DreadnoughtEggSurroundings_Dig_Converted,/Game/Art/Particles/ActorFX/NS_DreadnoughtEggSurroundings_Dig_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_DreadnoughtEggSurroundings_Dig_Converted.uasset,NS_DreadnoughtEggSurroundings_Dig_Converted.uasset,true,
NiagaraSystem,NS_EggSurroundings_Dig_Converted,/Game/Art/Particles/ActorFX/NS_EggSurroundings_Dig_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_EggSurroundings_Dig_Converted.uasset,NS_EggSurroundings_Dig_Converted.uasset,true,
NiagaraSystem,NS_ExplodingPlantA_BulletImpact_Converted,/Game/Art/Particles/ActorFX/NS_ExplodingPlantA_BulletImpact_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_ExplodingPlantA_BulletImpact_Converted.uasset,NS_ExplodingPlantA_BulletImpact_Converted.uasset,true,
NiagaraSystem,NS_ExplodingPlantA_ExplosionFire_Converted,/Game/Art/Particles/ActorFX/NS_ExplodingPlantA_ExplosionFire_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_ExplodingPlantA_ExplosionFire_Converted.uasset,NS_ExplodingPlantA_ExplosionFire_Converted.uasset,true,
NiagaraSystem,NS_ExplodingPlant_BulletImpact_Converted,/Game/Art/Particles/ActorFX/NS_ExplodingPlant_BulletImpact_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_ExplodingPlant_BulletImpact_Converted.uasset,NS_ExplodingPlant_BulletImpact_Converted.uasset,true,
NiagaraSystem,NS_ExplodingPlant_ExplosionFire_Converted,/Game/Art/Particles/ActorFX/NS_ExplodingPlant_ExplosionFire_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_ExplodingPlant_ExplosionFire_Converted.uasset,NS_ExplodingPlant_ExplosionFire_Converted.uasset,true,
NiagaraSystem,NS_HeightenedSense_Discharge_Converted,/Game/Art/Particles/ActorFX/NS_HeightenedSense_Discharge_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_HeightenedSense_Discharge_Converted.uasset,NS_HeightenedSense_Discharge_Converted.uasset,true,
NiagaraSystem,NS_Jellyfish_DeathSplat_Big_Converted,/Game/Art/Particles/ActorFX/NS_Jellyfish_DeathSplat_Big_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_Jellyfish_DeathSplat_Big_Converted.uasset,NS_Jellyfish_DeathSplat_Big_Converted.uasset,true,
NiagaraSystem,NS_Jellyfish_DeathSplat_Small_Converted,/Game/Art/Particles/ActorFX/NS_Jellyfish_DeathSplat_Small_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_Jellyfish_DeathSplat_Small_Converted.uasset,NS_Jellyfish_DeathSplat_Small_Converted.uasset,true,
NiagaraSystem,NS_Jellyfish_ElectricDischarge_Converted,/Game/Art/Particles/ActorFX/NS_Jellyfish_ElectricDischarge_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_Jellyfish_ElectricDischarge_Converted.uasset,NS_Jellyfish_ElectricDischarge_Converted.uasset,true,
NiagaraSystem,NS_Mushroom_Impact_A_Converted,/Game/Art/Particles/ActorFX/NS_Mushroom_Impact_A_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_Mushroom_Impact_A_Converted.uasset,NS_Mushroom_Impact_A_Converted.uasset,true,
NiagaraSystem,NS_Mushroom_Impact_StemFungus_Converted,/Game/Art/Particles/ActorFX/NS_Mushroom_Impact_StemFungus_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_Mushroom_Impact_StemFungus_Converted.uasset,NS_Mushroom_Impact_StemFungus_Converted.uasset,true,
NiagaraSystem,NS_Mushroom_Kill_Converted,/Game/Art/Particles/ActorFX/NS_Mushroom_Kill_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_Mushroom_Kill_Converted.uasset,NS_Mushroom_Kill_Converted.uasset,true,
NiagaraSystem,NS_Mushroom_Kill_Small_Converted,/Game/Art/Particles/ActorFX/NS_Mushroom_Kill_Small_Converted,/Users/bytedance/Project/RogueCore/Content/Art/Particles/ActorFX/NS_Mushroom_Kill_Small_Converted.uasset,NS_Mushroom_Kill_Small_Converted.uasset,true,
